/home1/gyang/anaconda3/envs/work/lib/python2.7/site-packages/MACS2/OptValidator.py:27: RuntimeWarning: numpy.dtype size changed, may indicate binary incompatibility
  from MACS2.IO.Parser import BEDParser, ELANDResultParser, ELANDMultiParser, \
/home1/gyang/anaconda3/envs/work/lib/python2.7/site-packages/MACS2/callpeak_cmd.py:34: RuntimeWarning: numpy.dtype size changed, may indicate binary incompatibility
  from MACS2.PeakModel import PeakModel,NotEnoughPairsException
/home1/gyang/anaconda3/envs/work/lib/python2.7/site-packages/MACS2/callpeak_cmd.py:35: RuntimeWarning: numpy.dtype size changed, may indicate binary incompatibility
  from MACS2.PeakDetect import PeakDetect
INFO  @ Wed, 24 Mar 2021 14:21:27: 
# Command line: callpeak -t CP_EXE_E6-5_Cdx2_rep1.duprm.bam -f BAMPE -g mm -n CP_EXE_E6-5_Cdx2_rep1 -B -q 0.05 --keep-dup 1 --outdir /home1/gyang/work_space/4.ProjectET/batch5_cr/6.peak
# ARGUMENTS LIST:
# name = CP_EXE_E6-5_Cdx2_rep1
# format = BAMPE
# ChIP-seq file = ['CP_EXE_E6-5_Cdx2_rep1.duprm.bam']
# control file = None
# effective genome size = 1.87e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 10000 bps
# Broad region calling is off
# Paired-End mode is on
 
INFO  @ Wed, 24 Mar 2021 14:21:27: #1 read fragment files... 
INFO  @ Wed, 24 Mar 2021 14:21:27: #1 read treatment fragments... 
INFO  @ Wed, 24 Mar 2021 14:21:41:  1000000 
INFO  @ Wed, 24 Mar 2021 14:21:54:  2000000 
INFO  @ Wed, 24 Mar 2021 14:22:07:  3000000 
INFO  @ Wed, 24 Mar 2021 14:22:20:  4000000 
INFO  @ Wed, 24 Mar 2021 14:22:33:  5000000 
INFO  @ Wed, 24 Mar 2021 14:22:46:  6000000 
INFO  @ Wed, 24 Mar 2021 14:23:00:  7000000 
INFO  @ Wed, 24 Mar 2021 14:23:13:  8000000 
INFO  @ Wed, 24 Mar 2021 14:23:26:  9000000 
INFO  @ Wed, 24 Mar 2021 14:23:39:  10000000 
INFO  @ Wed, 24 Mar 2021 14:23:53:  11000000 
INFO  @ Wed, 24 Mar 2021 14:24:06:  12000000 
INFO  @ Wed, 24 Mar 2021 14:24:19:  13000000 
INFO  @ Wed, 24 Mar 2021 14:24:32:  14000000 
INFO  @ Wed, 24 Mar 2021 14:24:45:  15000000 
INFO  @ Wed, 24 Mar 2021 14:24:59:  16000000 
INFO  @ Wed, 24 Mar 2021 14:25:11:  17000000 
INFO  @ Wed, 24 Mar 2021 14:25:23: #1 mean fragment size is determined as 225 bp from treatment 
INFO  @ Wed, 24 Mar 2021 14:25:23: #1 fragment size = 225 
INFO  @ Wed, 24 Mar 2021 14:25:23: #1  total fragments in treatment: 17138847 
INFO  @ Wed, 24 Mar 2021 14:25:23: #1 user defined the maximum fragments... 
INFO  @ Wed, 24 Mar 2021 14:25:23: #1 filter out redundant fragments by allowing at most 1 identical fragment(s) 
INFO  @ Wed, 24 Mar 2021 14:26:00: #1  fragments after filtering in treatment: 17132254 
INFO  @ Wed, 24 Mar 2021 14:26:00: #1  Redundant rate of treatment: 0.00 
INFO  @ Wed, 24 Mar 2021 14:26:00: #1 finished! 
INFO  @ Wed, 24 Mar 2021 14:26:00: #2 Build Peak Model... 
INFO  @ Wed, 24 Mar 2021 14:26:00: #2 Skipped... 
INFO  @ Wed, 24 Mar 2021 14:26:00: #2 Use 225 as fragment length 
INFO  @ Wed, 24 Mar 2021 14:26:00: #3 Call peaks... 
INFO  @ Wed, 24 Mar 2021 14:26:00: #3 Pre-compute pvalue-qvalue table... 
INFO  @ Wed, 24 Mar 2021 14:27:11: #3 In the peak calling step, the following will be performed simultaneously: 
INFO  @ Wed, 24 Mar 2021 14:27:11: #3   Write bedGraph files for treatment pileup (after scaling if necessary)... CP_EXE_E6-5_Cdx2_rep1_treat_pileup.bdg 
INFO  @ Wed, 24 Mar 2021 14:27:11: #3   Write bedGraph files for control lambda (after scaling if necessary)... CP_EXE_E6-5_Cdx2_rep1_control_lambda.bdg 
INFO  @ Wed, 24 Mar 2021 14:27:11: #3   Pileup will be based on sequencing depth in treatment. 
INFO  @ Wed, 24 Mar 2021 14:27:11: #3 Call peaks for each chromosome... 
INFO  @ Wed, 24 Mar 2021 14:29:23: #4 Write output xls file... /home1/gyang/work_space/4.ProjectET/batch5_cr/6.peak/CP_EXE_E6-5_Cdx2_rep1_peaks.xls 
INFO  @ Wed, 24 Mar 2021 14:29:23: #4 Write peak in narrowPeak format file... /home1/gyang/work_space/4.ProjectET/batch5_cr/6.peak/CP_EXE_E6-5_Cdx2_rep1_peaks.narrowPeak 
INFO  @ Wed, 24 Mar 2021 14:29:24: #4 Write summits bed file... /home1/gyang/work_space/4.ProjectET/batch5_cr/6.peak/CP_EXE_E6-5_Cdx2_rep1_summits.bed 
INFO  @ Wed, 24 Mar 2021 14:29:24: Done! 
