Module	Section	Sample Name	Source
FastQC	all_sections	EXE_E6.5_Tfap2c_rep2.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tfap2c_rep2.R1_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tfap2c_rep2.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tfap2c_rep2.R2_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tfap2c_rep1.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tfap2c_rep1.R2_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tfap2c_rep1.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tfap2c_rep1.R1_fastqc.zip
FastQC	all_sections	EPI_E6.5_Tfap2c_rep3.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EPI_E6.5_Tfap2c_rep3.R1_fastqc.zip
FastQC	all_sections	EPI_E6.5_Tfap2c_rep3.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EPI_E6.5_Tfap2c_rep3.R2_fastqc.zip
FastQC	all_sections	EPI_E6.5_Tfap2c_rep2.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EPI_E6.5_Tfap2c_rep2.R1_fastqc.zip
FastQC	all_sections	EPI_E6.5_Tfap2c_rep2.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EPI_E6.5_Tfap2c_rep2.R2_fastqc.zip
FastQC	all_sections	EPI_E6.5_Tfap2c_rep1.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EPI_E6.5_Tfap2c_rep1.R1_fastqc.zip
FastQC	all_sections	EPI_E6.5_Tfap2c_rep1.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EPI_E6.5_Tfap2c_rep1.R2_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tead4_rep1.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tead4_rep1.R2_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tead4_rep1.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tead4_rep1.R1_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tfap2c_rep3.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tfap2c_rep3.R2_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tfap2c_rep3.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tfap2c_rep3.R1_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tead4_rep2.R1	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tead4_rep2.R1_fastqc.zip
FastQC	all_sections	EXE_E6.5_Tead4_rep2.R2	/home1/gyang/work_space/4.ProjectET/batch22_cr/1.rawdata/fastqc/EXE_E6.5_Tead4_rep2.R2_fastqc.zip
