name,8Cell_Ctrl_rep1,8Cell_Ctrl_rep2,8Cell_Ctrl_rep3,8Cell_RargKDKO_rep1,8Cell_RargKDKO_rep2,8Cell_RargKDKO_rep3,diff,pval,class
0610005C13Rik,3.4816957314584,3.84173037197073,3.99897316751007,3.80529299697134,3.73303342752792,3.92404929594718,0.0466588165024167,0.788792258443722,none
0610007P14Rik,3.47858500740316,3.57326169028928,3.464225981822,3.47264749885505,3.95817795463504,3.45537470104207,0.123375825005907,0.504184249306248,none
0610009B22Rik,1.03946831562986,1.3949113908765,1.39757463114512,1.17843929993491,1.07835843411204,1.27688252379269,-0.0994246932706151,0.493272980465407,none
0610009L18Rik,0.0651504011894653,0,0.608654085488755,0,0,0,-0.224601495559407,0.309094355881509,none
0610009O20Rik,1.11697218441366,1.05362088283413,1.21918277305686,1.13368451241244,1.00376844284379,0.923034292865029,-0.109762864061132,0.232339010159553,none
0610010B08Rik,0.00278593545525015,0,0.00528863798288255,0.0272115798105221,0.0520749819554689,0.0428491381626285,0.0380203754968289,0.00685228047953668,none
0610010F05Rik,0.659912688077892,0.637806826981566,0.549749988953535,0.828728245515965,0.937327064638375,1.07652215509861,0.331702653746651,0.0138355874565952,none
0610010K14Rik,3.83326457722679,3.60301377213641,3.89836876368061,4.02197144868936,3.8224059242109,3.73058537897347,0.0801052129433058,0.554069151410757,none
0610011F06Rik,1.757315597388,2.11881253221041,2.0387420371053,1.8798410126028,2.23890178156388,2.08958323208386,0.097818619848945,0.552916963574056,none
0610012G03Rik,4.3722325902191,3.95288667982104,4.11605370858966,4.4553818032895,4.34025746216143,4.33361099998955,0.229359095603559,0.148315801442574,none
0610030E20Rik,2.27663988584072,2.82499386105639,2.58163831130456,2.84831105926847,2.9077870962424,2.8231491313826,0.298658409563928,0.136460152341939,none
0610031O16Rik,0,0.0728343404619907,0.112657435015743,0,0,0,-0.0618305918259113,0.134117171365941,none
0610037L13Rik,2.17412002440803,2.76647897822933,2.55936136516064,2.52117413985742,2.49938185449277,2.63922058459093,0.0532720703810425,0.7807126430827,none
0610038B21Rik,1.21705261771125,1.5017535101433,0.997835777643497,1.91139822003287,1.64717863881184,1.99054612964421,0.610827027663626,0.0269875687483748,up
0610039H22Rik,0.0826044990807377,0,0.0176283520311261,0,0.175468393170998,0.205810371068372,0.0936819710425022,0.245467002383879,none
0610039K10Rik,0.865352707912654,0.962899891067769,0.526608719397436,1.15105478693344,0.988600349126119,1.31617818808204,0.366990668587913,0.0868940604533077,none
0610040B10Rik,0,0.648973403138196,0.158295658974267,0.668258030737479,0.612962949267553,0.0790401198964891,0.18433067926302,0.533769967645258,none
0610040F04Rik,0,0,0.171070606748885,0,0.12894904128481,0.187394321447105,0.0484242519943435,0.57523131095176,none
0610040J01Rik,1.53322543395022,1.60807020435025,1.33308534770688,1.701050847476,1.81936326444849,1.64108771566065,0.229040280525931,0.0783173308691532,none
0610043K17Rik,0.759414941575296,1.20770110410391,0.617672744999467,0,0.604829488456602,1.1904208023054,-0.263179499972224,0.533736162705949,none
1010001N08Rik,2.40469510093268,2.00377524678445,2.38824270229142,1.7046383046366,2.02028840989009,2.46968156996119,-0.200701588506889,0.479646262204465,none
1110001J03Rik,2.43813286859108,1.7335708370983,2.35319906158386,2.6330454325813,3.35407140698502,2.29190438279998,0.584706151697687,0.202352808680155,none
1110002L01Rik,1.8546236714572,1.28188159794088,1.20567839603893,2.43130978468762,2.3406947117513,2.96605110086245,1.13195731062145,0.0161060282841445,up
1110004E09Rik,5.454030760769,5.62546829104996,5.50295111230004,6.12861992560211,5.73919099229855,5.88333510798814,0.389565287256598,0.0352916768306037,none
1110004F10Rik,4.88443400901963,4.97817732125278,5.00635902517948,5.3651847823937,5.24359486525322,5.27567127203073,0.338493521408588,0.00283085862862209,none
1110006O24Rik,0.593331777781382,0.529963834961244,0.160303233179046,0.755188406280274,0.571623420772976,0.411179990294083,0.151464323808554,0.417390888199306,none
1110007C09Rik,0.248408534074659,0,0,0,0,0,-0.082802844691553,0.373900966300059,none
1110008F13Rik,4.25642957500541,4.12280414550292,3.93830197858692,3.67848200051268,4.00812828613476,4.17221930547736,-0.152902035656818,0.424235388796891,none
1110008L16Rik,2.71334323515515,2.96768305243266,2.94234728377435,2.75006383798025,2.98376833906095,3.22595400294516,0.112137536208069,0.520609349629451,none
1110008P14Rik,3.31444319806588,3.11799302482143,3.56115833166854,3.27546541785209,3.81387834223593,3.48364373972809,0.193130981753423,0.394234078301162,none
1110012L19Rik,2.40836214849332,2.39535624565929,2.11143868263544,2.64332887494215,2.69783897061906,2.62945804234768,0.351822937040281,0.0237962197935389,none
1110015O18Rik,0,0.038614575952494,0,0,0,0.101340797969869,0.0209087406724582,0.593999563840219,none
1110017D15Rik,0,0,0,0.161490761249545,0.591699171176348,0.374145627562928,0.375778519996274,0.0389423219896573,none
1110019D14Rik,0.700900419175348,0.621598522307889,0.791801571222844,0.769017617682375,1.19696326773618,1.25429773407748,0.368659368929984,0.0836171643182704,none
1110020A21Rik,0.434633032802555,0.807412351664663,0.357508708119152,0.404950694356588,0.237180075004088,0.0853705327183435,-0.29068426350245,0.156294197181856,none
1110025L11Rik,0,0,0,0,0,0,0,,none
1110028F11Rik,0.421172122203973,0.222736566103424,0.33864005411945,0.381292233559356,0.256158029342108,0.621920110766235,0.0922738770802838,0.490824526975217,none
1110028F18Rik,0.0529194278738961,0.137895621205672,0,0.260987934834104,0,0,0.0233909619181785,0.8191525543083,none
1110032A03Rik,0.811252349067588,0.652804024972058,0.691777124677418,0.677355789997834,0.70213976452495,0.448495036980384,-0.109280969071299,0.308549025884672,none
1110032F04Rik,0.109583884015776,0.116495178945856,0.0848425657218101,0.141628973651655,0.343457853810021,0.428090922678658,0.200752040485631,0.0787162154544633,none
1110034G24Rik,0.767542937369029,0.832173044398237,0.459554373647274,0.781163283780736,0.783411392629357,0.688749713437553,0.0646846781443684,0.615940011197359,none
1110036E04Rik,0,0,0,0,0,0,0,,none
1110037F02Rik,3.74237600233348,3.80605353959965,3.9065988531751,4.13496304668056,4.17254927996947,4.12670843702304,0.326397456188281,0.0028110545559763,none
1110038B12Rik,5.01130514385271,4.9588880736757,4.86102073514094,5.1583444733515,5.38023662865042,5.20799325726855,0.305120135533707,0.0191654137786843,none
1110038F14Rik,4.77117308513273,5.01339459001563,4.86167523185326,5.0489906911885,5.06613798287093,5.01188497441336,0.160256913823724,0.0914411543253585,none
1110046J04Rik,0.131116629557029,0.047079054237002,0,0,0,0,-0.0593985612646769,0.196321539774053,none
1110051M20Rik,0.989192789455437,0.775253705850814,1.03799572017493,1.43024779989265,1.13689877664285,0.64743517045515,0.137379843836489,0.600837520592757,none
1110058D11Rik,0.118173645500145,0,0,0.940958276829418,0,0,0.274261543776424,0.434564902276408,none
1110059E24Rik,2.88815231687887,2.81163296498728,3.07230375004795,3.11789315032175,3.11778678717913,2.9162859285675,0.12662561138476,0.284128350800482,none
1110059G10Rik,1.69973906409946,1.60689510169379,1.40391719797634,2.28295955605926,1.85233529350629,2.03296020766164,0.485901231152533,0.0332486043554399,none
